event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM42445,"29 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","On 29 September 2023, Al Shabaab threw a hand grenade against government security forces (SNA) checkpoint at the Digfer junction in Mogadishu - Hodan (Banadir). The security forces reacted with gunfire after the blast. There were no casualties.",0,,1696883593
SOM42465,"29 September 2023",2023,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Somalia (2022-) Jubaland Security Force",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Dhobley,0.4063,41.0124,1,"Radio Risala; Shabelle Media Network; Undisclosed Source","Local partner-Other","Defusal: On 29 September 2023, Jubaland security forces defused an IED planted by suspected Al Shabaab around Dhoobley Central police station in Dhobley town (Afmadow, Lower Juba).",0,,1696883593
SOM42367,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,2,Calamada,National,"On 28 September 2023, Al Shabaab ambushed government security forces (SNA) convoy traveling in between Danow and Qoryooley town (Qoryooley, Lower Shabelle). Four soldiers were killed and one other was injured. The militants confiscated one AK47 and two motorcycle. Al Shabaab claimed responsibility.",4,,1696268002
SOM42368,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Bulo Burto",3.8519,45.5651,1,"Hiiraan (Somalia); Radio Dalsan; Radio Risala",National,"On 28 September 2023, a suicide vehicle-borne IED (SVBIED) by Al Shabaab detonated, targeting government security forces (SNA) checkpoint at the animal market in Bulo Burto town (Bulo Burto, Hiraan). The security forces opened gunfire on the vehicle. The suicide bomber and at least six people were killed, including civilians, and 11 others were injured.",7,,1696268002
SOM42369,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,Calamada,National,"On 28 September 2023, overnight, Al Shabaab threw a hand grenade against government security forces (SNA) checkpoint at Bunda Weyn area in Belet Weyne town (Belet Weyne, Hiiraan). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42370,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Saabid,2.1311,45.0377,1,Calamada,National,"On 28 September 2023, overnight, Al Shabaab launched an attack against government security forces (SNA) at a defensive base in Saabid village (Afgooye, Lower Shabelle). The attack was initiated with RPGs and followed by exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42372,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-) Galmudug Security Force","Military Forces of Somalia (2022-) National Intelligence and Security Agency",1,12,,706,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Dhuusamarreeb,5.5376,46.3867,2,"Al Furqaan; Caasimada; Calamada; Goobjoob; Hiiraan (Somalia); Radio Dalsan; Radio Risala; Shabelle Media Network",National,"On 28 September 2023, two suicide vehicle-borne IED (SVBIED) by Al Shabaab detonated, targeting government security forces (NISA) and Galmudug security forces checkpoints in the vicinity of Dhuusamarreeb town (Dhuusamarreeb, Galgaduud). The security forces opened gunfire on the vehicles. Two suicide bombers were killed. An unspecified number of soldiers were injured. Al Shabaab claimed killing 16 soldiers and injured 14 others.",18,,1696268002
SOM42386,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Mudug,Xarardheere,,Xarardheere,4.6517,47.8584,2,Caasimada,National,"On 28 September 2023, government security forces (SNA), in an operation, clashed with Al Shabaab in the vicinity of Xarardheere town (Xarardheere, Mudug). Two militants were killed and three others were injured.",2,,1696268002
SOM42387,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Badhaadhe,,"Bula Haji",-0.8162,41.4292,2,"Caasimada; Radio Risala",National,"On 28 September 2023, government security forces (Danab/Bancroft), in an operation, targeted Al Shabaab hideouts in Cusbo village near Bula Haji village (Badhaadhe, Lower Juba), Beermaasi and Buulo Xaaji (coded separately). Both sides exchanged heavy gunfire. An unspecified number of militants were killed, unknown fatalities coded as 3.",3,,1696268002
SOM42388,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Beermaasi,-0.674,42.1244,1,"Caasimada; Radio Risala",National,"On 28 September 2023, government security forces (Danab/Bancroft), in an operation, targeted Al Shabaab hideouts in Beermaasi village (Kismaayo, Lower Juba), Cusbo, near Bula Haji and Buulo Xaaji (coded separately). Both sides exchanged heavy gunfire. An unspecified number of militants were killed, unknown fatalities coded as 3.",3,,1696268002
SOM42389,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,"Buulo Xaaji",-0.632,41.9839,1,"Caasimada; Radio Risala",National,"On 28 September 2023, government security forces (Danab/Bancroft), in an operation, targeted Al Shabaab hideouts in Buulo Xaaji village (Kismaayo, Lower Juba), Cusbo, near Bula Haji and Beermaasi (coded separately). Both sides exchanged heavy gunfire. An unspecified number of militants were killed, unknown fatalities coded as 3.",3,,1696268002
SOM42406,"28 September 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,Calamada,National,"On 28 September 2023, an IED planted by Al Shabaab detonated, targeting government soldier (SNA) convoy passing through the Weydow neighborhood in Mogadishu - Daynile (Banadir). One soldier was killed and three others were injured. Al Shabaab claimed responsibility.",1,,1696268002
SOM42454,"28 September 2023",2023,1,"Political violence",Battles,"Armed clash","Habar Gedir-Saad Sub-Clan Militia (Somalia)","Pastoralists (Somalia)",4,"Leelkayse Clan Militia (Somalia)","Pastoralists (Somalia)",4,44,,706,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.7697,47.4308,2,"Undisclosed Source","Local partner-Other","On 28 September 2023, pastoralists from Habar Gedir Saad sub clan militia and Leelkayse clan militia clashed over land dispute in the vicinity of Teerage village, near Gaalkacyo town (Gaalkacyo, Mudug). One person was killed and injuring another.",1,,1696883593
SOM42339,"27 September 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Galgaduud,"Ceel Dheer",,Galcad,4.0226,46.618,2,"Caasimada; Shabelle Media Network",National,"On 27 September 2023, presumed US forces (describe as international forces) conducted an airstrike against Al Shabaab position in Cali Xayle village near Galcad village (Ceel Dheere, Galgaduud). Casualties unknown.",0,,1696268001
SOM42345,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,1,Calamada,National,"On 27 September 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF at a base in Buur Colow neighborhood and the airport in Baraawe town (Baraawe, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42346,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Hawadle Clan Militia (Somalia)",,4,24,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Aborey,4.0104,45.6813,1,"Calamada; Hiiraan (Somalia); Undisclosed Source","Local partner-Other","On 27 September 2023, Al Shabaab attacked Hawadle clan militia in Aborey village (Bulo Burto, Hiraan). Both sides exchanged heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42348,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Ethiopia (2018-)",,8,28,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,Bardaale,3.3516,44.1223,1,Calamada,Subnational,"On 27 September 2023, Al Shabaab launched an attack against Ethiopia security forces (non-Atmis) base in Bardaale town (Baydhaba, Bay). Both sides exchanged gunfire. Two soldiers were injured. Al Shabaab claimed responsibility.",0,,1696268002
SOM42360,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Calamada; Undisclosed Source","Local partner-Other","On 27 September 2023, Al Shabaab carried out a probing attack against the government security forces (SNA) at Hanaana 2 IDPs checkpoint in Horseed neighborhood in Baidoa town (Baydhaba, Bay). Both sides exchanged gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42361,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Dharkenley",2.0095,45.25,1,Calamada,National,"On 27 September 2023, overnight, Al Shabaab shot and killed a government soldier (SNA) (assumed on duty) at the Xoosh neighborhood in Mogadishu - Dharkenley (Banadir). Al Shabaab claimed responsibility.",1,,1696268002
SOM42362,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,Calamada,National,"On 27 September 2023, overnight, Al Shabaab shot and killed a government soldier (SNA) (assumed on duty) at the Wardaliska neighborhood in Mogadishu - Daynile (Banadir). Al Shabaab claimed responsibility.",1,,1696268002
SOM42363,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hawl Wadaag",2.048,45.32,1,Calamada,National,"On 27 September 2023, overnight, Al Shabaab attacked government security forces (SNA) at Baraka market checkpoint in Mogadishu - Hawl Wadaag (Banadir). Both sides exchanged gunfire. One soldier was killed. Al Shabaab claimed responsibility.",1,,1696268002
SOM42364,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 27 September 2023, overnight, Al Shabaab launched an attack against government security forces (SNA) at a base in Janaale town (Marka, Lower Shabelle). Both sides exchanged gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42365,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Mukaiga,2.1517,45.0686,1,Calamada,National,"On 27 September 2023, overnight, Al Shabaab launched a hit and run attack against government security forces (SNA) at a base in Mukaiga village (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42366,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,2,Calamada,National,"On 27 September 2023, overnight, Al Shabaab launched a hit and run attack against government security forces (SNA) at a base in Hanta Dheer village near Afgooye town (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42390,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Somalia (2022-)",,1,"Military Forces of Ethiopia (2018-)",,8,18,,706,"Eastern Africa",Somalia,Gedo,Doolow,,Doolow,4.1642,42.0794,1,"Caasimada; Hiiraan (Somalia)",National,"On 27 September 2023, Police forces clashed with Ethiopia security forces (non-Atmis) in Doolow town (Doolow, Gedo). The motive of the clashed was dispute over checkpoint at the Doolow bridge. There were no casualties.",0,,1696268002
SOM42396,"27 September 2023",2023,1,"Strategic developments","Strategic developments","Change to group/activity","Al Shabaab",,2,,,0,20,,706,"Eastern Africa",Somalia,Gedo,Luuq,,Urkut,3.519,42.7703,2,Caasimada,National,"Movement of forces: On 27 September 2023, several Al Shabaab arrived near Urkut village (Luuq, Gedo). The militants moved to Gedo region after intensified security operations in Hirshabelle and Galmudug.",0,,1696268002
SOM42407,"27 September 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Mudug,Hobyo,,Wisil,5.4278,48.1211,2,Calamada,National,"On 27 September 2023, an IED planted by Al Shabaab detonated, targeting government soldier (SNA) convoy near Wisil town (Hobyo, Mudug). Two soldiers were killed. Al Shabaab claimed responsibility.",2,,1696268002
SOM42408,"27 September 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-) National Intelligence and Security Agency",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,"Radio Dalsan",National,"On 27 September 2023, an IED planted by Al Shabaab detonated, targeting government security forces (NISA) convoy along the main road near Guutale neighborhood in Mogadishu - Daynile (Banadir). There were no fatalities. One soldier and a civilian bystander were injured.",0,,1696268002
SOM42448,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Undisclosed Source","Local partner-Other","On 27 September 2023, overnight, Al Shabaab conducted a hit and run attack against government security forces (SNA) checkpoint at the main bridge in Qoryooley town (Qoryooley, Lower Shabelle). The attack was initiated with heavy exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42453,"27 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Undisclosed Source","Local partner-Other","On 27 September 2023, Al Shabaab threw a hand grenade at the house of a former District Branch Chairperson in Hoosh neighborhood in Mogadishu - Dharkenley (Banadir). The security guards (assumed police) reacted with gunfire after the blast. There were no fatalities. One civilian bystander was injured. Al Shabaab claimed responsibility.",0,"local administrators",1696883593
